Von;Nach;Dauer;Anzahl;Dauer
MNF;MEC;00:02:30.4766667;6692;150
SNK;SNKG;00:02:30.4766667;1725;150
MAHA;MAHZH;00:02:30.4900000;2952;150
RMOW;RNZ;00:02:30.5033333;2791;150
FVLS;FFBK;00:02:30.5166667;8352;150
XTDA;DSEB;00:02:30.5266667;682;150
FSHM;FMHD;00:02:30.5433333;3987;150
TAR;THL;00:02:30.5533333;2211;150
BBF;BAG W;00:02:30.6000000;10;150
EHRBS;EGAB;00:02:30.6000000;10;150
FHEH;FOV;00:02:30.6133333;1085;150
LSTL;LSHH;00:02:30.6600000;3172;150
MOZ;ML;00:02:30.6666667;33;150
BRAD;BV;00:02:30.6700000;187;150
EOHT;EOSD;00:02:30.6733333;1659;150
KHB;KRH;00:02:30.7066667;34;150
LWG;LAF;00:02:30.7100000;2505;150
DSU;DWND;00:02:30.7266667;2035;150
NWDG;NARG;00:02:30.7866667;107;150
LEST;LBOL;00:02:30.7900000;1252;150
NEC;NGUF;00:02:30.8200000;1163;150
TIL;TV;00:02:30.8233333;2849;150
XPZS;BFO;00:02:30.8566667;12;150
NAH;NAHF;00:02:30.8666667;1815;150
MGLD;MMA;00:02:30.9000000;5090;150
NJB;NF;00:02:30.9100000;22;150
TKN;MNHN;00:02:30.9200000;2438;150
MRO;MROS;00:02:30.9333333;1245;150
MAKN;MANH;00:02:30.9800000;3377;150
NWA;NBR;00:02:31.0133333;3370;151
SSO;SBA;00:02:31.0166667;112;151
MHPH;MALH;00:02:31.0200000;729;151
SSWE;SQI;00:02:31.0266667;3698;151
KNSD;KNO;00:02:31.0600000;5158;151
MPB;MP;00:02:31.0733333;274;151
RH;RHKM;00:02:31.0733333;6255;151
HASD;HLE;00:02:31.0900000;275;151
FFU B;FHAG;00:02:31.0966667;1317;151
KBUT;KKLE;00:02:31.1533333;5209;151
MAST;MTSK;00:02:31.1533333;676;151
MAKD;MMH;00:02:31.1633333;686;151
ATST;ASP;00:02:31.2000000;1490;151
SMZG;SFF;00:02:31.2733333;3598;151
BLO G;BRGBR;00:02:31.2800000;89;151
LLUC;LT;00:02:31.2800000;1084;151
LPT;LW;00:02:31.3266667;4103;151
XTDZ;XTDC;00:02:31.3333333;836;151
FWER;FSGO;00:02:31.3400000;1369;151
HBDS;HBUE;00:02:31.3600000;649;151
RHRT;RRH;00:02:31.3733333;2905;151
NHBU;NEK;00:02:31.4433333;5857;151
LZS;LRK;00:02:31.4500000;4778;151
RRIN;RSS;00:02:31.4600000;1380;151
FHM;FTM;00:02:31.4700000;4958;151
RHLO;RBOH;00:02:31.4800000;414;151
FDTH;FG  B;00:02:31.4833333;2069;151
UE  P;UE  O;00:02:31.4900000;4474;151
EBIN;EVOK;00:02:31.5233333;1020;151
BCS;BCS W;00:02:31.5333333;180;151
AKC;ABLZ;00:02:31.5433333;1463;151
LSHH;LSTL;00:02:31.5500000;3060;151
EDWH;EDFD;00:02:31.5766667;4888;151
MOP;MGI;00:02:31.6300000;75;151
MRI P;MFK;00:02:31.6433333;6177;151
MOH;MHDF;00:02:31.6466667;1790;151
EDKD;EDD;00:02:31.6866667;2046;151
NOTS;NHD;00:02:31.6933333;2711;151
RMUH;RN  O;00:02:31.7100000;416;151
RH;RHBP;00:02:31.7666667;10211;151
SWK;SNK;00:02:31.7933333;2694;151
KB  G;KROI;00:02:31.8033333;3313;151
RIT;RKEU;00:02:31.8133333;1635;151
AKE;ARSW;00:02:31.8200000;2585;151
NML;NMRH;00:02:31.8266667;1218;151
KPFD;KHBR;00:02:31.8800000;1092;151
AAR;ASTZ;00:02:31.8866667;9053;151
HVEP;HLOT;00:02:31.9033333;476;151
WLO;WGRG;00:02:31.9100000;1521;151
DWE;DAZ;00:02:31.9200000;25;151
LMBN;LWF;00:02:31.9266667;2729;151
EDKR;EDBA;00:02:31.9333333;60;151
NNRD;NNRO;00:02:31.9333333;183;151
TLW O;TLM;00:02:31.9733333;2436;151
MROT;MUS;00:02:31.9766667;1285;151
FBUH;FHUE;00:02:31.9833333;1893;151
AMDH;AHAR;00:02:31.9933333;3189;151
XTDP;XTDC;00:02:31.9933333;1358;151
ELEN;ERIG;00:02:31.9966667;1586;151
EDFD;EDBA;00:02:32.0133333;2750;152
TFLA;TF;00:02:32.0766667;2270;152
FNSD;FNJ;00:02:32.0800000;5641;152
SQI;SEGO;00:02:32.0966667;3697;152
HESR;HGIF;00:02:32.1300000;2282;152
WP;WPO;00:02:32.1800000;652;152
LNF;LBD;00:02:32.2233333;3344;152
EWEF;EHOY;00:02:32.2300000;156;152
KDBWN;KDO;00:02:32.2400000;5590;152
BBIKW;BBIKS;00:02:32.3200000;53;152
TBD;TEG;00:02:32.3633333;2516;152
ARSW;AKE;00:02:32.3700000;2589;152
TS  W;TSC;00:02:32.3800000;171;152
NHAP;NHL;00:02:32.3933333;1643;152
ELPPG;EBEH;00:02:32.3966667;243;152
RMF;RZHB;00:02:32.4000000;30;152
TGRS;TZI;00:02:32.4100000;129;152
FLHN;FNCH;00:02:32.4500000;1767;152
NBNB;NMUB;00:02:32.4500000;1319;152
DKOH;DKOU;00:02:32.4633333;3265;152
FKOA;FKW;00:02:32.4833333;5875;152
EWIN;EEZK;00:02:32.4966667;1247;152
HWHN;HLI R;00:02:32.5233333;5626;152
FWDF;FAL;00:02:32.5333333;1496;152
FAZS;FALZ;00:02:32.5900000;1204;152
NGLW;NERL;00:02:32.5966667;1759;152
BLO G;BRGBW;00:02:32.6366667;1623;152
ABIL;ADEV;00:02:32.6433333;3275;152
BGUN;BCO;00:02:32.6600000;144;152
KHCH;KD  N;00:02:32.6733333;3046;152
KBHR;KZI;00:02:32.6800000;2068;152
NSTD;NFIH;00:02:32.7133333;6776;152
BFR;DZT;00:02:32.7166667;1425;152
SBI;SBKL;00:02:32.7166667;1177;152
KFKB;KPW N;00:02:32.7233333;5543;152
NERL;NGLW;00:02:32.7300000;1782;152
KWS;KWZ;00:02:32.7533333;6009;152
MMZG;MLB;00:02:32.7633333;4553;152
HRAT;HHAE;00:02:32.7866667;1346;152
TPH;TEB;00:02:32.7966667;2244;152
DBT;DOT;00:02:32.8300000;2525;152
RHO;RNH;00:02:32.8366667;3133;152
UEGI;UEN;00:02:32.8466667;2439;152
SSE;SHR;00:02:32.8700000;3693;152
RGSS;RERZ;00:02:32.9200000;1444;152
WSRR;WSRG;00:02:32.9333333;47;152
HSDL;HWEA;00:02:32.9433333;2803;152
RSE;RZIM;00:02:32.9800000;1535;152
KVH;KV;00:02:33.0000000;11;153
KLA;KLK;00:02:33.0266667;8269;153
MNBN;MAKD;00:02:33.0433333;686;153
LTC;LPOE;00:02:33.0466667;2894;153
RHRT;RWY;00:02:33.0700000;2913;153
BLA;BSKL;00:02:33.1233333;1191;153
KMAW;KBEE;00:02:33.1333333;1968;153
FNI B;FFAU;00:02:33.1400000;419;153
TSWA;TSCH;00:02:33.1666667;1818;153
FD  G;FDN;00:02:33.1933333;31;153
ELEC;EMSTG;00:02:33.2033333;891;153
TEG;TBD;00:02:33.2033333;2514;153
SRW;SGM;00:02:33.2066667;1200;153
NBG;NEG;00:02:33.2333333;2801;153
SBKL;SBI;00:02:33.2566667;1303;153
BDW;BRC;00:02:33.2833333;1442;153
MHEI;MTLG;00:02:33.2866667;1332;153
UO;UZE;00:02:33.2966667;732;153
SSH W;SSH;00:02:33.3000000;3657;153
MTSK;MAST;00:02:33.3233333;1058;153
TKH;TLU;00:02:33.3333333;12585;153
HKHN;HSHG;00:02:33.3466667;4061;153
ESRT;EWEF;00:02:33.4433333;2170;153
KKW S;KKSA;00:02:33.4666667;90;153
RBOE;RHLO;00:02:33.4833333;3898;153
EBLAP;ELDD;00:02:33.4966667;6570;153
EWEF;ESRT;00:02:33.6400000;2081;153
TRF;TEC;00:02:33.6433333;6139;153
UEK;UBAS;00:02:33.6500000;1455;153
ESPR;EGRV;00:02:33.6766667;279;153
FSN;FHG;00:02:33.6933333;13;153
EDDPH;EDO;00:02:33.7000000;61;153
MLAW;MHEH;00:02:33.7000000;50;153
KHO;KER;00:02:33.7400000;4241;153
TSE;TAD;00:02:33.7533333;1709;153
MMT;MHPW;00:02:33.7566667;519;153
FKW;FKOA;00:02:33.7666667;5775;153
DAZ;DWE;00:02:33.7766667;27;153
NLUH;NSRH;00:02:33.7833333;1559;153
KDBW;KKWO;00:02:33.8233333;5422;153
NROD;NPOE;00:02:33.8233333;113;153
LHGB;LHM;00:02:33.8366667;3597;153
KKA;KKDZ;00:02:33.8566667;16;153
FMG;FMS;00:02:33.8600000;5399;153
NSRH;NLUH;00:02:33.9033333;1609;153
SSWD;SOW;00:02:33.9066667;2706;153
MGZB;MNFG;00:02:33.9100000;3871;153
KRH;KHB;00:02:33.9133333;24;153
MFK;MRI P;00:02:33.9200000;6083;153
REK;RMKI;00:02:33.9300000;30;153
LWPN;LJES;00:02:33.9500000;277;153
TKI;TTLU;00:02:33.9533333;4403;153
FFK;FFLF;00:02:33.9633333;5671;153
HWAB;HDVD;00:02:33.9733333;2502;153
HKHF;HZWI;00:02:33.9800000;1114;153
SBES;SMZM;00:02:33.9900000;2507;153
LLEL;LLIN;00:02:34.0066667;3565;154
LDTZ;LRB;00:02:34.0433333;2758;154
EEDL;EEBE;00:02:34.0500000;2175;154
TSZ;TKH;00:02:34.0766667;12657;154
WLST;WCAH;00:02:34.0833333;2570;154
FKRS;FNH;00:02:34.1066667;3141;154
LKD;LHWU;00:02:34.1533333;1564;154
HNAH;ELEN;00:02:34.1566667;1579;154
RFTS;RLO;00:02:34.1766667;5135;154
TL;TKF;00:02:34.1800000;2425;154
KBB;KBO;00:02:34.1900000;2541;154
HBWU;HBH;00:02:34.2200000;1167;154
TAUS;TAU;00:02:34.2233333;1326;154
TEC;TRF;00:02:34.2566667;6134;154
KWEH;KAND;00:02:34.2666667;4429;154
NCR;NWBF;00:02:34.2733333;771;154
STM;SWL;00:02:34.2733333;1641;154
RSIS;RSI;00:02:34.2766667;2455;154
LH;LHG M;00:02:34.2866667;21;154
TK  A;TK  O;00:02:34.2933333;17;154
BGK W;BGA;00:02:34.3233333;1429;154
NHR O;NPOM;00:02:34.3366667;1624;154
KRE;KSIZ;00:02:34.3466667;3185;154
NVE;NWR A;00:02:34.3633333;22;154
HHOL;HWEZ;00:02:34.4200000;2824;154
MLW;MP;00:02:34.4200000;27;154
RHBF;RH;00:02:34.4266667;5904;154
UBF;UBAS;00:02:34.4600000;1527;154
TGRN;TKU;00:02:34.4666667;129;154
NHD;NOTS;00:02:34.4866667;2812;154
LEO;LBOR;00:02:34.4966667;5707;154
AE  N;AP;00:02:34.5033333;5150;154
NDI;NAG;00:02:34.5333333;1316;154
LMDR;LLVD;00:02:34.5466667;7654;154
HN  G;HEDM;00:02:34.5866667;17;154
MGRS;MGB;00:02:34.6233333;4099;154
RK;RBRU;00:02:34.6433333;1912;154
XALT;XARE;00:02:34.6433333;2017;154
BCS;BCSO;00:02:34.6466667;1466;154
NMR;NWDH;00:02:34.6466667;1064;154
TEK;TFOS;00:02:34.6566667;2527;154
MEBM;MWNS;00:02:34.6866667;1220;154
KER;KHO;00:02:34.7233333;4270;154
FMHF;FIM;00:02:34.7900000;672;154
NEW;NNS;00:02:34.7966667;1631;154
MWDF;MHEH;00:02:34.8000000;10;154
RBRK;RRSH;00:02:34.8066667;1901;154
MBKG;MBKK;00:02:34.8200000;1277;154
HIMS;HDOG;00:02:34.8466667;2023;154
RBEL;RSG;00:02:34.8566667;1637;154
BRGBB;BRGBW;00:02:34.8633333;38;154
LRK;LZS;00:02:34.8666667;4859;154
KLK;KLA;00:02:34.9133333;8246;154
SRCS;SALG;00:02:34.9366667;1017;154
MN  M;MN  F;00:02:34.9633333;28;154
TZI;TGRS;00:02:35.0066667;133;155
KFOS;KANR;00:02:35.0200000;2782;155
XFSW;XFFB;00:02:35.0200000;1249;155
FBHM;FKIL;00:02:35.0233333;1593;155
MOTG;MUA;00:02:35.0266667;875;155
WMEF;WGBN;00:02:35.0500000;1344;155
KBEE;KMAW;00:02:35.1100000;2003;155
NFIH;NSTD;00:02:35.1133333;6776;155
KKLE;KBUT;00:02:35.1233333;5204;155
TLU;TAX;00:02:35.1533333;8756;155
FVR;FRUK;00:02:35.2000000;539;155
KKWO;KKBL;00:02:35.2366667;4984;155
LE  H;LBOR;00:02:35.2500000;48;155
UG  T;UTPU;00:02:35.2600000;1273;155
SPDR;SBY;00:02:35.2700000;2828;155
HRBG;HWEZ;00:02:35.2800000;5051;155
MGAL;MGHF;00:02:35.2933333;4186;155
MDID;MGHN;00:02:35.3100000;5091;155
RNH;RHO;00:02:35.3100000;3161;155
MZO;MBDH;00:02:35.3166667;5292;155
MUS;MROT;00:02:35.3233333;1271;155
SKU W;SWAS;00:02:35.3566667;1306;155
NCR;NGUF;00:02:35.3800000;1265;155
BMOA;BCHG;00:02:35.3900000;884;155
LR;LROD;00:02:35.4000000;1651;155
TS  R;TS;00:02:35.4066667;10745;155
MAY;MDHR;00:02:35.4400000;3233;155
FMHD;FSHM;00:02:35.4633333;4033;155
FSP;FLS;00:02:35.5000000;44;155
KRY P;KRYO;00:02:35.5500000;2433;155
MKL;MAFE;00:02:35.5600000;3386;155
LRN;LAMS;00:02:35.5700000;14;155
KBRC;KBA;00:02:35.5966667;3063;155
FORD;FROL;00:02:35.6133333;3864;155
HZWI;HKHF;00:02:35.6366667;1111;155
EDAP;EDSO;00:02:35.6466667;85;155
KOGR;KWV;00:02:35.6466667;4169;155
RRSH;RBRK;00:02:35.6733333;1901;155
EKNT;ENRA;00:02:35.6833333;966;155
NER;NBTH;00:02:35.7333333;2797;155
RRW;RBEL;00:02:35.7366667;1637;155
ESMG;EHRBD;00:02:35.7400000;23;155
DSCN;DLR;00:02:35.7600000;1296;155
EDK;EBP;00:02:35.7600000;53;155
KEIL;KAREP;00:02:35.7700000;26;155
KRBA;KODR;00:02:35.7700000;2709;155
LWET;LWP;00:02:35.7700000;1565;155
HLRI;HO  U;00:02:35.7766667;481;155
TGL;TSWA;00:02:35.7966667;1819;155
FWAE;FWIR;00:02:35.8700000;7156;155
SHR;SSE;00:02:35.8700000;3675;155
KALT;KKRZ;00:02:35.8900000;1311;155
RSTB;REP;00:02:35.9033333;1118;155
MSA;MSH;00:02:35.9133333;3469;155
EGVA;EGVH;00:02:35.9266667;2817;155
HBH;HBWU;00:02:35.9266667;1164;155
TRM;TNS;00:02:35.9266667;2019;155
BGUS;BGU;00:02:35.9433333;1443;155
MZHP;MBOD;00:02:35.9600000;1079;155
SUSZ;SHIH;00:02:35.9600000;1089;155
AWI;ARH;00:02:35.9700000;3309;155
HI;HESH;00:02:35.9733333;466;155
FGSM;FOE;00:02:35.9800000;882;155
FKIL;FBHM;00:02:35.9800000;1607;155
EHID;ESRO;00:02:35.9900000;1052;155
MBKG;MJGS;00:02:35.9966667;1169;155
NBUE;NRO;00:02:35.9966667;3160;155
DZW;DZWS;00:02:36.0000000;1244;156
EFEL;EZK;00:02:36.0000000;1073;156
EMAM;EMHM;00:02:36.0000000;68;156
FO;FOO;00:02:36.0000000;49;156
FWCK;FBEI;00:02:36.0000000;104;156
FWIF;FBBH;00:02:36.0000000;1147;156
KDDH;KDRM;00:02:36.0000000;60;156
KDRM;KDDH;00:02:36.0000000;64;156
LF  V;LF;00:02:36.0000000;47;156
LMGB;LBEN;00:02:36.0000000;1256;156
ML;MOZ;00:02:36.0000000;37;156
MRI P;MBAL;00:02:36.0000000;17;156
NESU;NGRG;00:02:36.0000000;1600;156
NPOE;NROD;00:02:36.0000000;123;156
NSC;NRCH;00:02:36.0000000;25;156
RFUE;RLFB;00:02:36.0000000;1900;156
TBRU;TUL;00:02:36.0000000;966;156
TUL;TOL;00:02:36.0000000;966;156
RMOE;RZT;00:02:36.0033333;1900;156
HVR;HU  G;00:02:36.0066667;841;156
MMG;MDUH;00:02:36.0066667;1068;156
ESEB;EBOK;00:02:36.0233333;1255;156
FWF;FZEP;00:02:36.0266667;9040;156
RET;RME;00:02:36.0366667;1281;156
MMAM;MMAG;00:02:36.0500000;3458;156
MOP H;MDFG;00:02:36.0500000;4816;156
NPOH;NOB;00:02:36.0633333;4729;156
AMD;AHAR;00:02:36.0700000;84;156
KLO;KKMT;00:02:36.0866667;5324;156
EHGW;EHG;00:02:36.1233333;2878;156
EBRO;EKV;00:02:36.1366667;1562;156
FKRB;FKR;00:02:36.1366667;985;156
TDUS;TNEH;00:02:36.1500000;647;156
MIH;MIN;00:02:36.1600000;5635;156
TLE;TRUT;00:02:36.1800000;4627;156
FAF;FAUM;00:02:36.2133333;537;156
NNER;NBEH;00:02:36.2300000;5691;156
ASWA;AMUE;00:02:36.2366667;3659;156
SLD;SRAW;00:02:36.2500000;930;156
KAND;KWEH;00:02:36.2533333;4423;156
TSHT;TWK;00:02:36.2600000;1647;156
RWSW;SHAM;00:02:36.2666667;1153;156
MFU;MDS;00:02:36.2833333;5092;156
BHB;BOD;00:02:36.3133333;1429;156
HWIS;HWTH;00:02:36.3133333;670;156
EDFD;EDWH;00:02:36.3233333;4782;156
UHOO;UNI;00:02:36.3266667;1152;156
FAG;FALZ;00:02:36.3366667;1000;156
KWIS;KKOF;00:02:36.3433333;3162;156
KWEH;KUR;00:02:36.3533333;4405;156
NHER;NHEN;00:02:36.3600000;1714;156
TSE;TRO;00:02:36.3733333;1716;156
LE  H;LLPDH;00:02:36.4000000;30;156
LZE;LTNZ;00:02:36.4766667;1612;156
MHAU;MAIN;00:02:36.4766667;127;156
RLD;RGCH;00:02:36.4766667;4291;156
RKRH;RMAL;00:02:36.5000000;40;156
TRUT;TLE;00:02:36.5066667;4568;156
SQI;SSWE;00:02:36.5166667;3681;156
MAIN;MHAU;00:02:36.5200000;127;156
EZK;EFEL;00:02:36.5633333;1073;156
RRH;RHRT;00:02:36.5733333;2913;156
NNT;NPG;00:02:36.5833333;4725;156
TURS;TAM;00:02:36.5900000;5366;156
RFH;RLSW;00:02:36.6100000;4250;156
LBAS;LWLS;00:02:36.6166667;2887;156
UKU;UEX;00:02:36.6266667;1196;156
FORD;FUCH;00:02:36.6300000;2205;156
FMZ A;FMZ;00:02:36.6600000;7227;156
RBRH;RMS;00:02:36.6633333;1932;156
EARE;EFRM;00:02:36.6833333;1146;156
FMBB;FRFH;00:02:36.6833333;263;156
RBAH;RMAD;00:02:36.7100000;2216;156
FED;FHAS;00:02:36.7433333;5426;156
EDLN;EDMR;00:02:36.7500000;1142;156
HNRU;HPOG;00:02:36.7633333;3784;156
RGCH;RLD;00:02:36.7833333;4439;156
KARL;KIV;00:02:36.7866667;1069;156
HBB;HRTH;00:02:36.8300000;1166;156
SSAB;SSER;00:02:36.8500000;2672;156
RMW G;RMKL;00:02:36.8633333;23;156
LT;LLUC;00:02:36.8666667;1085;156
FAR;FMGH;00:02:36.8933333;1283;156
KPHN;KRST;00:02:36.9000000;202;156
HLOT;HVEP;00:02:36.9166667;465;156
NSGN;NGAE;00:02:36.9166667;2526;156
HAL;HDI;00:02:36.9200000;3902;156
BSAD;BSWP;00:02:36.9366667;1355;156
UHSN;UA;00:02:36.9466667;583;156
MANH;MH;00:02:36.9566667;7505;156
TWH;TKM;00:02:36.9800000;2881;156
BPA;BKOW;00:02:37.0000000;188;157
LEO;LE  K;00:02:37.0000000;12;157
LKF;LSBG;00:02:37.0000000;881;157
RM  O;RM;00:02:37.0333333;18148;157
MBEF;MRG;00:02:37.0600000;1336;157
ML;MP;00:02:37.1000000;18836;157
WMIS;WSN S;00:02:37.1733333;1789;157
ASAG;AOBG;00:02:37.1900000;1469;157
BGU;BGUN;00:02:37.2166667;144;157
KDU;KDDH;00:02:37.2166667;165;157
FMHN;FERH;00:02:37.2500000;1147;157
WNRR;WNRW;00:02:37.2500000;1435;157
NTHM;NREZ;00:02:37.2566667;3042;157
HO  U;HLRI;00:02:37.2866667;490;157
MUZ;MTZ;00:02:37.3100000;4477;157
HBRA;HSYK;00:02:37.3400000;2801;157
EWBV;EBRO;00:02:37.3500000;1561;157
EHM;EFMK;00:02:37.3666667;896;157
MTS;MTSK;00:02:37.3900000;1145;157
FNDW;FMBS;00:02:37.5133333;3458;157
MGLH;MFNS;00:02:37.5133333;4176;157
LSFD;LKD H;00:02:37.5233333;1564;157
RSIG;RHKM;00:02:37.5333333;6352;157
EWAT;EBOE;00:02:37.5366667;6477;157
XTDPR;XTD;00:02:37.5533333;799;157
FH  M;FMHO;00:02:37.5766667;8650;157
RBEU;RRH;00:02:37.5800000;2922;157
HMRS;HLFG;00:02:37.5833333;1972;157
KBOP;KSAL;00:02:37.5933333;1369;157
SRE;SSI;00:02:37.5933333;5611;157
KDU;KDF;00:02:37.6033333;86;157
MGRA;MSEB;00:02:37.6033333;1277;157
FIM;FMHF;00:02:37.6066667;679;157
HETL;HLGW;00:02:37.6400000;2469;157
RNA;RZW;00:02:37.6700000;3120;157
EBSL;EAPH;00:02:37.6800000;4177;157
FMB P;FMG;00:02:37.6966667;5397;157
MALH;MHPH;00:02:37.7066667;731;157
FNI;FSP S;00:02:37.7166667;344;157
NNE;NLS;00:02:37.7766667;1220;157
NRW;NRAH;00:02:37.8133333;4314;157
LFLU;LGOSO;00:02:37.8300000;5525;157
TSHM;TALL;00:02:37.8333333;2347;157
REH;RKG;00:02:37.8700000;3622;157
HBHU;HBN;00:02:37.9133333;1531;157
MPB;MP  N;00:02:37.9533333;824;157
WDN;WKT;00:02:37.9933333;1686;157
MLEF;MP;00:02:38.0000000;31;158
RVLZ;RMBO;00:02:38.0233333;629;158
MHPW;MMT;00:02:38.0266667;447;158
LW;LWND;00:02:38.0433333;1031;158
LLVD;LMDR;00:02:38.0533333;7551;158
DA;DH;00:02:38.0766667;2087;158
EDO;EDDPT;00:02:38.0766667;55;158
NWH;NWS;00:02:38.1033333;3161;158
LKD H;LSFD;00:02:38.1066667;1564;158
RNM;RHBO;00:02:38.1100000;5905;158
MTA;MEI;00:02:38.1500000;1445;158
RAPR;ROEN;00:02:38.1700000;2512;158
UGZ;UGS;00:02:38.1700000;810;158
AONA;ASC;00:02:38.1900000;2735;158
BLIH;BTL;00:02:38.2400000;5993;158
RBOA;RSD;00:02:38.2433333;2734;158
MKP;MKPO;00:02:38.2933333;1716;158
KA;KAREP;00:02:38.3433333;7247;158
THD;THDS;00:02:38.3466667;1965;158
HOBJ;HFRI;00:02:38.3733333;894;158
TME;TBEM;00:02:38.4166667;3719;158
RO;RWAE;00:02:38.4400000;1807;158
RRHH;RPB;00:02:38.4433333;2038;158
RRA;RMU;00:02:38.4466667;1607;158
ABAD;ARH;00:02:38.4566667;3269;158
RZW;RNA;00:02:38.5066667;3150;158
BLN;BRA;00:02:38.5533333;1421;158
EMSN;EHOP;00:02:38.5533333;1149;158
HSI;HSD;00:02:38.5633333;2182;158
UA;UHSN;00:02:38.5800000;588;158
ROU;RGUN;00:02:38.6066667;795;158
NHN;NBA;00:02:38.6333333;2708;158
HWTH;HWIS;00:02:38.6433333;649;158
KGL;KBE;00:02:38.6933333;2090;158
HHRN;HO  O;00:02:38.7066667;1566;158
BJF;BBSN;00:02:38.7233333;3061;158
AHSG;AGR;00:02:38.7700000;762;158
UBD;UWIP;00:02:38.7700000;13;158
AOBG;ASAG;00:02:38.8033333;1439;158
LBN;LLBG;00:02:38.8133333;3603;158
RHK;RBRW;00:02:38.8366667;4599;158
MHSU;MDA;00:02:38.8433333;3355;158
RMAD;TKLU;00:02:38.8466667;2268;158
NGAE;NSGN;00:02:38.8633333;2548;158
NRWD;NND;00:02:38.8700000;6151;158
DZWP;DZW;00:02:38.8800000;25;158
LHWU;LKD;00:02:38.8800000;1563;158
RO;RO  N;00:02:38.8933333;2028;158
AP;AE  N;00:02:38.8966667;5140;158
MRBI;MUHO;00:02:38.9000000;6053;158
KSID;KHR;00:02:38.9133333;3262;158
HKLG;HBDE;00:02:38.9166667;650;158
HESH;HI;00:02:38.9700000;475;158
XASH;XAWR;00:02:38.9733333;460;158
FHOE;FSINO;00:02:39.0000000;24;159
HLERW;HALT;00:02:39.0000000;10;159
MBAL;MRI P;00:02:39.0000000;11;159
RDO;RDOF;00:02:39.0000000;14;159
MHLK;MWKN;00:02:39.0066667;1804;159
WHL;WKJ;00:02:39.0166667;1462;159
EKAI;EDG;00:02:39.0333333;13182;159
FIH;FKWNA;00:02:39.0566667;4302;159
MALS;MP;00:02:39.0633333;6352;159
SKIB;SLD;00:02:39.1533333;4752;159
EBZ;ESCF;00:02:39.2100000;1404;159
SRO;SSI;00:02:39.2333333;5461;159
TAM;TURS;00:02:39.2366667;5355;159
BBKL;BVLT;00:02:39.2500000;2575;159
BLF;BBGN;00:02:39.2600000;46;159
EDLH;EDKH;00:02:39.2700000;1426;159
TSNS;TSC;00:02:39.3200000;6715;159
SLE;SKTS;00:02:39.3666667;2932;159
LSBS;LSB;00:02:39.3766667;2341;159
BL;BWDG;00:02:39.3800000;4787;159
FFW A;FFES;00:02:39.4166667;7347;159
HLEG;HHN;00:02:39.4533333;5620;159
AMR;AFT;00:02:39.5100000;3590;159
SKTS;SLE;00:02:39.5166667;2885;159
HHML;HRTN;00:02:39.5200000;1709;159
LLBG;LBN;00:02:39.5400000;3596;159
LLMO;LNW N;00:02:39.5800000;57;159
NEG;NBG;00:02:39.6333333;2985;159
TKM;TWH;00:02:39.6533333;2863;159
BPOT;BAWF;00:02:39.6633333;462;159
XTDP;XTDL;00:02:39.6666667;38;159
EDBA;EDFD;00:02:39.6700000;2748;159
AN  G;AEF;00:02:39.6833333;3640;159
NM  W;NKLH;00:02:39.6833333;1714;159
AHAR;AMDH;00:02:39.6933333;3259;159
RGSS;RLAU;00:02:39.7133333;1401;159
FRW;FHN;00:02:39.7433333;2093;159
LDD;LOV;00:02:39.8166667;2700;159
SMLB;SDBO;00:02:39.8233333;1697;159
LMHR;LBZ;00:02:39.8300000;4306;159
FFU;FFU W;00:02:39.8500000;3713;159
BAWS;BZIL;00:02:39.8666667;911;159
HHN;HLEI;00:02:39.9166667;3280;159
RMAI;RWRT;00:02:39.9166667;1222;159
FZEP;FSP S;00:02:39.9300000;6800;159
NWDG;NKMG;00:02:39.9333333;122;159
FGSM;FRDH;00:02:39.9433333;865;159
FSY;FUS;00:02:39.9533333;1018;159
FZEP;FWF;00:02:39.9600000;9091;159
BSFW;BHOW;00:02:39.9766667;80;159
EDKR;EWIA;00:02:40.0266667;2791;160
BBIKW;BLO;00:02:40.0366667;2151;160
NNR B;NNR A;00:02:40.0500000;78;160
MHDF;MOH;00:02:40.1300000;1793;160
TRES;TRE;00:02:40.1333333;4608;160
SPZ;SNE;00:02:40.1433333;1297;160
LDL;LDLG;00:02:40.1533333;41;160
UEN;UEGI;00:02:40.1900000;2406;160
TIL;TMRO;00:02:40.2366667;2934;160
TBM;TTM;00:02:40.2433333;8609;160
RGUN;ROU;00:02:40.2733333;714;160
WDN;WW  N;00:02:40.2833333;1705;160
LWI;LNW S;00:02:40.2866667;28;160
HHMG;HWUE;00:02:40.2966667;1519;160
XASC;KSIZ;00:02:40.3066667;29;160
MKZ;MGHD;00:02:40.3300000;1892;160
BOKN;BVTW;00:02:40.3533333;1206;160
BVLT;BBKL;00:02:40.3566667;2573;160
FSZH;FGOF;00:02:40.3600000;1035;160
SRCH;SALG;00:02:40.3633333;11;160
NBTH;NER;00:02:40.3733333;2775;160
XTDP;XTDPR;00:02:40.3966667;775;160
FNCH;FLHN;00:02:40.4333333;1772;160
HGI;HLFU;00:02:40.4466667;1996;160
MWKN;MHLK;00:02:40.4700000;1688;160
LHAT;LH;00:02:40.4800000;1882;160
BDKN;BBRS;00:02:40.4833333;1478;160
RBEL;RRW;00:02:40.4900000;1709;160
SMZM;SBES;00:02:40.5066667;2578;160
